epoch,acc,loss,val_acc,val_loss
0,0.944766666667,0.178157133672,0.9716,0.0959205156365
1,0.976483333333,0.0780360266017,0.9776,0.0727720644807
2,0.981383333333,0.0570849963255,0.9764,0.0796305875304
3,0.987116666667,0.0416190092569,0.9766,0.0852880019032
4,0.989416666667,0.0344137252449,0.981,0.0788090524228
5,0.99065,0.028541389628,0.9789,0.0876376788752
6,0.991616666667,0.027485301038,0.981,0.0849931172116
7,0.993533333333,0.0232505995077,0.9809,0.0887784631466
8,0.994116666667,0.0204408804732,0.9778,0.102721599565
9,0.99425,0.0183597494818,0.98,0.105756904834
